id,category,name
NCBIGene:10840,biolink:Gene,ALDH1L1
DRUG_NAME:methionine,biolink:ChemicalEntity,methionine
DRUG_NAME:FELBAMATE,biolink:ChemicalEntity,FELBAMATE
DRUG_NAME:NICOTINE,biolink:ChemicalEntity,NICOTINE
DRUG_NAME:CSA,biolink:ChemicalEntity,CSA
NCBIGene:2358,biolink:Gene,FPR2
DRUG_NAME:N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE,biolink:ChemicalEntity,N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE
NCBIGene:9370,biolink:Gene,ADIPOQ
DRUG_NAME:NEVIRAPINE,biolink:ChemicalEntity,NEVIRAPINE
DRUG_NAME:CISPLATIN,biolink:ChemicalEntity,CISPLATIN
DRUG_NAME:VORINOSTAT,biolink:ChemicalEntity,VORINOSTAT
DRUG_NAME:lamivudine,biolink:ChemicalEntity,lamivudine
DRUG_NAME:INSULIN,biolink:ChemicalEntity,INSULIN
NCBIGene:64061,biolink:Gene,TSPYL2
DRUG_NAME:SODIUM BUTYRATE,biolink:ChemicalEntity,SODIUM BUTYRATE
DRUG_NAME:EQUINE CHORIONIC GONADOTROPIN,biolink:ChemicalEntity,EQUINE CHORIONIC GONADOTROPIN
NCBIGene:345,biolink:Gene,APOC3
DRUG_NAME:pegaspargase,biolink:ChemicalEntity,pegaspargase
DRUG_NAME:CHELATORS,biolink:ChemicalEntity,CHELATORS
DRUG_NAME:acetaldehyde,biolink:ChemicalEntity,acetaldehyde
NCBIGene:28951,biolink:Gene,TRIB2
DRUG_NAME:allopurinol,biolink:ChemicalEntity,allopurinol
DRUG_NAME:NEBOGLAMINE,biolink:ChemicalEntity,NEBOGLAMINE
DRUG_NAME:COBALT,biolink:ChemicalEntity,COBALT
DRUG_NAME:EVEROLIMUS,biolink:ChemicalEntity,EVEROLIMUS
DRUG_NAME:IL-6,biolink:ChemicalEntity,IL-6
NCBIGene:241,biolink:Gene,ALOX5AP
DRUG_NAME:QUINETHAZONE,biolink:ChemicalEntity,QUINETHAZONE
DRUG_NAME:SJ000189154,biolink:ChemicalEntity,SJ000189154
DRUG_NAME:ORAL CONTRACEPTIVE,biolink:ChemicalEntity,ORAL CONTRACEPTIVE
DRUG_NAME:ESKETAMINE,biolink:ChemicalEntity,ESKETAMINE
DRUG_NAME:DASATINIB,biolink:ChemicalEntity,DASATINIB
DRUG_NAME:bumetanide,biolink:ChemicalEntity,bumetanide
DRUG_NAME:RECOMBINANT INTERLEUKIN,biolink:ChemicalEntity,RECOMBINANT INTERLEUKIN
DRUG_NAME:ustekinumab,biolink:ChemicalEntity,ustekinumab
DRUG_NAME:IL-1,biolink:ChemicalEntity,IL-1
DRUG_NAME:HYDROQUINONE,biolink:ChemicalEntity,HYDROQUINONE
DRUG_NAME:APIMOSTINEL,biolink:ChemicalEntity,APIMOSTINEL
DRUG_NAME:RESERPINE,biolink:ChemicalEntity,RESERPINE
DRUG_NAME:PAMIDRONATE,biolink:ChemicalEntity,PAMIDRONATE
DRUG_NAME:GNF-PF-2133,biolink:ChemicalEntity,GNF-PF-2133
DRUG_NAME:antipsychotics,biolink:ChemicalEntity,antipsychotics
DRUG_NAME:AG-09/96,biolink:ChemicalEntity,AG-09/96
DRUG_NAME:VITAMIN B6,biolink:ChemicalEntity,VITAMIN B6
DRUG_NAME:protease inhibitors,biolink:ChemicalEntity,protease inhibitors
DRUG_NAME:REMOGLIFLOZIN ETABONATE,biolink:ChemicalEntity,REMOGLIFLOZIN ETABONATE
DRUG_NAME:NB1011,biolink:ChemicalEntity,NB1011
DRUG_NAME:DNCB,biolink:ChemicalEntity,DNCB
DRUG_NAME:PMA,biolink:ChemicalEntity,PMA
DRUG_NAME:FIBOFLAPON SODIUM,biolink:ChemicalEntity,FIBOFLAPON SODIUM
DRUG_NAME:L-DOPA,biolink:ChemicalEntity,L-DOPA
NCBIGene:4882,biolink:Gene,NPR2
DRUG_NAME:VOSORITIDE,biolink:ChemicalEntity,VOSORITIDE
DRUG_NAME:AZD-5438,biolink:ChemicalEntity,AZD-5438
DRUG_NAME:OPROZOMIB,biolink:ChemicalEntity,OPROZOMIB
DRUG_NAME:BENDROFLUMETHIAZIDE,biolink:ChemicalEntity,BENDROFLUMETHIAZIDE
NCBIGene:84618,biolink:Gene,NT5C1A
NCBIGene:1553,biolink:Gene,CYP2A13
DRUG_NAME:nnk,biolink:ChemicalEntity,nnk
DRUG_NAME:PENTOXIFYLLINE,biolink:ChemicalEntity,PENTOXIFYLLINE
DRUG_NAME:BI-87E7,biolink:ChemicalEntity,BI-87E7
DRUG_NAME:LENALIDOMIDE,biolink:ChemicalEntity,LENALIDOMIDE
DRUG_NAME:SIROLIMUS,biolink:ChemicalEntity,SIROLIMUS
DRUG_NAME:GNF-PF-2262,biolink:ChemicalEntity,GNF-PF-2262
NCBIGene:3479,biolink:Gene,IGF1
DRUG_NAME:DUSIGITUMAB,biolink:ChemicalEntity,DUSIGITUMAB
DRUG_NAME:imatinib,biolink:ChemicalEntity,imatinib
DRUG_NAME:TNF-ALPHA,biolink:ChemicalEntity,TNF-ALPHA
DRUG_NAME:GARLIC,biolink:ChemicalEntity,GARLIC
DRUG_NAME:XENTUZUMAB,biolink:ChemicalEntity,XENTUZUMAB
DRUG_NAME:DESLANOSIDE,biolink:ChemicalEntity,DESLANOSIDE
DRUG_NAME:RG-1530,biolink:ChemicalEntity,RG-1530
DRUG_NAME:EGCG,biolink:ChemicalEntity,EGCG
DRUG_NAME:9-CIS-RETINOIC ACID,biolink:ChemicalEntity,9-CIS-RETINOIC ACID
DRUG_NAME:RHGH,biolink:ChemicalEntity,RHGH
DRUG_NAME:TGFBETA1,biolink:ChemicalEntity,TGFBETA1
NCBIGene:7058,biolink:Gene,THBS2
DRUG_NAME:BEVACIZUMAB,biolink:ChemicalEntity,BEVACIZUMAB
DRUG_NAME:glucocorticoids,biolink:ChemicalEntity,glucocorticoids
DRUG_NAME:DAUNORUBICIN,biolink:ChemicalEntity,DAUNORUBICIN
DRUG_NAME:exemestane,biolink:ChemicalEntity,exemestane
DRUG_NAME:HYDROFLUMETHIAZIDE,biolink:ChemicalEntity,HYDROFLUMETHIAZIDE
DRUG_NAME:neomycin,biolink:ChemicalEntity,neomycin
DRUG_NAME:TESTOSTERONE,biolink:ChemicalEntity,TESTOSTERONE
DRUG_NAME:Birabresib,biolink:ChemicalEntity,Birabresib
DRUG_NAME:IPRAGLIFLOZIN,biolink:ChemicalEntity,IPRAGLIFLOZIN
DRUG_NAME:SACUBITRIL,biolink:ChemicalEntity,SACUBITRIL
DRUG_NAME:BCG,biolink:ChemicalEntity,BCG
DRUG_NAME:BEXAGLIFLOZIN,biolink:ChemicalEntity,BEXAGLIFLOZIN
DRUG_NAME:RACECADOTRIL,biolink:ChemicalEntity,RACECADOTRIL
DRUG_NAME:HYDROCHLOROTHIAZIDE,biolink:ChemicalEntity,HYDROCHLOROTHIAZIDE
DRUG_NAME:MYCOPHENOLATE MOFETIL HYDROCHLORIDE,biolink:ChemicalEntity,MYCOPHENOLATE MOFETIL HYDROCHLORIDE
DRUG_NAME:Rucaparib,biolink:ChemicalEntity,Rucaparib
NCBIGene:9498,biolink:Gene,SLC4A8
DRUG_NAME:epirubicin,biolink:ChemicalEntity,epirubicin
NCBIGene:6427,biolink:Gene,SRSF2
DRUG_NAME:CTX-712,biolink:ChemicalEntity,CTX-712
DRUG_NAME:Imatinib,biolink:ChemicalEntity,Imatinib
NCBIGene:23409,biolink:Gene,SIRT4
DRUG_NAME:FIBOFLAPON,biolink:ChemicalEntity,FIBOFLAPON
DRUG_NAME:PD 0325901,biolink:ChemicalEntity,PD 0325901
DRUG_NAME:CYCLOTHIAZIDE,biolink:ChemicalEntity,CYCLOTHIAZIDE
DRUG_NAME:ATRA,biolink:ChemicalEntity,ATRA
DRUG_NAME:acetaminophen glucuronide,biolink:ChemicalEntity,acetaminophen glucuronide
DRUG_NAME:OLAPARIB,biolink:ChemicalEntity,OLAPARIB
NCBIGene:1326,biolink:Gene,MAP3K8
DRUG_NAME:TILPISERTIB,biolink:ChemicalEntity,TILPISERTIB
DRUG_NAME:GO-6976,biolink:ChemicalEntity,GO-6976
DRUG_NAME:paromomycin,biolink:ChemicalEntity,paromomycin
DRUG_NAME:MYCOPHENOLIC ACID,biolink:ChemicalEntity,MYCOPHENOLIC ACID
DRUG_NAME:DORLIMOMAB ARITOX,biolink:ChemicalEntity,DORLIMOMAB ARITOX
DRUG_NAME:FLINDOKALNER,biolink:ChemicalEntity,FLINDOKALNER
DRUG_NAME:GW441756X,biolink:ChemicalEntity,GW441756X
DRUG_NAME:FEXOFENADINE HYDROCHLORIDE,biolink:ChemicalEntity,FEXOFENADINE HYDROCHLORIDE
NCBIGene:4337,biolink:Gene,MOCS1
DRUG_NAME:fosdenopterin,biolink:ChemicalEntity,fosdenopterin
DRUG_NAME:AZ20,biolink:ChemicalEntity,AZ20
DRUG_NAME:POLY IC,biolink:ChemicalEntity,POLY IC
DRUG_NAME:IXAZOMIB CITRATE,biolink:ChemicalEntity,IXAZOMIB CITRATE
DRUG_NAME:HORMONES,biolink:ChemicalEntity,HORMONES
DRUG_NAME:TALAZOPARIB,biolink:ChemicalEntity,TALAZOPARIB
"DRUG_NAME:Antivirals for treatment of HIV infections, combinations",biolink:ChemicalEntity,"Antivirals for treatment of HIV infections, combinations"
DRUG_NAME:RP-3500,biolink:ChemicalEntity,RP-3500
NCBIGene:939,biolink:Gene,CD27
DRUG_NAME:PROTEASE INHIBITORS,biolink:ChemicalEntity,PROTEASE INHIBITORS
DRUG_NAME:MIRIKIZUMAB,biolink:ChemicalEntity,MIRIKIZUMAB
DRUG_NAME:AVN-944,biolink:ChemicalEntity,AVN-944
DRUG_NAME:LUTETIUM DOTATATE LU-177,biolink:ChemicalEntity,LUTETIUM DOTATATE LU-177
DRUG_NAME:USTEKINUMAB,biolink:ChemicalEntity,USTEKINUMAB
NCBIGene:4807,biolink:Gene,NHLH1
NCBIGene:51075,biolink:Gene,TMX2
DRUG_NAME:ANTIVIRAL,biolink:ChemicalEntity,ANTIVIRAL
DRUG_NAME:TRAMETINIB,biolink:ChemicalEntity,TRAMETINIB
DRUG_NAME:BIMEKIZUMAB,biolink:ChemicalEntity,BIMEKIZUMAB
DRUG_NAME:ADRENOCORTICOTROPIC HORMONE,biolink:ChemicalEntity,ADRENOCORTICOTROPIC HORMONE
DRUG_NAME:DIGOXIN,biolink:ChemicalEntity,DIGOXIN
DRUG_NAME:unspecified PD-1 antibody,biolink:ChemicalEntity,unspecified PD-1 antibody
DRUG_NAME:PENTOSAN POLYSULFATE,biolink:ChemicalEntity,PENTOSAN POLYSULFATE
DRUG_NAME:IMMUNOSUPPRESSIVE,biolink:ChemicalEntity,IMMUNOSUPPRESSIVE
DRUG_NAME:nefazodone,biolink:ChemicalEntity,nefazodone
DRUG_NAME:coumarin,biolink:ChemicalEntity,coumarin
DRUG_NAME:OCTHILINONE,biolink:ChemicalEntity,OCTHILINONE
DRUG_NAME:ERTUGLIFLOZIN,biolink:ChemicalEntity,ERTUGLIFLOZIN
NCBIGene:111,biolink:Gene,ADCY5
DRUG_NAME:NSC-270718,biolink:ChemicalEntity,NSC-270718
DRUG_NAME:escitalopram,biolink:ChemicalEntity,escitalopram
DRUG_NAME:ILEPATRIL,biolink:ChemicalEntity,ILEPATRIL
NCBIGene:1610,biolink:Gene,DAO
DRUG_NAME:3-HYDROXYCOUMARIN,biolink:ChemicalEntity,3-HYDROXYCOUMARIN
DRUG_NAME:setmelanotide,biolink:ChemicalEntity,setmelanotide
"DRUG_NAME:5-CARBOXYFURO[3,2-B]PYRROLE",biolink:ChemicalEntity,"5-CARBOXYFURO[3,2-B]PYRROLE"
NCBIGene:58498,biolink:Gene,MYL7
DRUG_NAME:MAVACAMTEN,biolink:ChemicalEntity,MAVACAMTEN
NCBIGene:3732,biolink:Gene,CD82
DRUG_NAME:NERVE GROWTH FACTOR,biolink:ChemicalEntity,NERVE GROWTH FACTOR
DRUG_NAME:VARLILUMAB,biolink:ChemicalEntity,VARLILUMAB
"DRUG_NAME:Ace Inhibitors, Plain",biolink:ChemicalEntity,"Ace Inhibitors, Plain"
DRUG_NAME:ELCUBRAGISTAT,biolink:ChemicalEntity,ELCUBRAGISTAT
NCBIGene:84634,biolink:Gene,KISS1R
DRUG_NAME:BENZETHONIUM CHLORIDE,biolink:ChemicalEntity,BENZETHONIUM CHLORIDE
DRUG_NAME:CARBACHOL,biolink:ChemicalEntity,CARBACHOL
DRUG_NAME:isepamicin,biolink:ChemicalEntity,isepamicin
NCBIGene:1000,biolink:Gene,CDH2
DRUG_NAME:radiotherapy,biolink:ChemicalEntity,radiotherapy
NCBIGene:117583,biolink:Gene,PARD3B
DRUG_NAME:oxaliplatin,biolink:ChemicalEntity,oxaliplatin
NCBIGene:2259,biolink:Gene,FGF14
DRUG_NAME:THIOGUANINE,biolink:ChemicalEntity,THIOGUANINE
NCBIGene:2739,biolink:Gene,GLO1
DRUG_NAME:N-METHYLFORMAMIDE,biolink:ChemicalEntity,N-METHYLFORMAMIDE
DRUG_NAME:THIOPHENE-3-CARBOXYLIC ACID,biolink:ChemicalEntity,THIOPHENE-3-CARBOXYLIC ACID
NCBIGene:10266,biolink:Gene,RAMP2
DRUG_NAME:PRAMLINTIDE ACETATE,biolink:ChemicalEntity,PRAMLINTIDE ACETATE
NCBIGene:1718,biolink:Gene,DHCR24
DRUG_NAME:TRIPARANOL,biolink:ChemicalEntity,TRIPARANOL
DRUG_NAME:SOTAGLIFLOZIN,biolink:ChemicalEntity,SOTAGLIFLOZIN
DRUG_NAME:PMSG,biolink:ChemicalEntity,PMSG
DRUG_NAME:celecoxib,biolink:ChemicalEntity,celecoxib
DRUG_NAME:TILDRAKIZUMAB,biolink:ChemicalEntity,TILDRAKIZUMAB
"DRUG_NAME:1,4-BIS(MALIMIDO)XYLENE",biolink:ChemicalEntity,"1,4-BIS(MALIMIDO)XYLENE"
DRUG_NAME:ANTIHISTAMINE,biolink:ChemicalEntity,ANTIHISTAMINE
NCBIGene:130940,biolink:Gene,CCDC148
DRUG_NAME:MYCOPHENOLATE SODIUM,biolink:ChemicalEntity,MYCOPHENOLATE SODIUM
DRUG_NAME:l-methionine,biolink:ChemicalEntity,l-methionine
DRUG_NAME:ROXITHROMYCIN,biolink:ChemicalEntity,ROXITHROMYCIN
NCBIGene:10507,biolink:Gene,SEMA4D
DRUG_NAME:PEPINEMAB,biolink:ChemicalEntity,PEPINEMAB
DRUG_NAME:ISTAROXIME,biolink:ChemicalEntity,ISTAROXIME
DRUG_NAME:nadolol,biolink:ChemicalEntity,nadolol
DRUG_NAME:PHORBOL MYRISTATE ACETATE,biolink:ChemicalEntity,PHORBOL MYRISTATE ACETATE
NCBIGene:23387,biolink:Gene,SIK3
DRUG_NAME:YM-543,biolink:ChemicalEntity,YM-543
DRUG_NAME:WORTMANNIN,biolink:ChemicalEntity,WORTMANNIN
NCBIGene:10866,biolink:Gene,HCP5
DRUG_NAME:nevirapine,biolink:ChemicalEntity,nevirapine
DRUG_NAME:LANATOSIDE C,biolink:ChemicalEntity,LANATOSIDE C
DRUG_NAME:DIGITOXIN,biolink:ChemicalEntity,DIGITOXIN
DRUG_NAME:VERNAKALANT HYDROCHLORIDE,biolink:ChemicalEntity,VERNAKALANT HYDROCHLORIDE
DRUG_NAME:VE-821,biolink:ChemicalEntity,VE-821
NCBIGene:7786,biolink:Gene,MAP3K12
DRUG_NAME:CEP-1347,biolink:ChemicalEntity,CEP-1347
NCBIGene:1911,biolink:Gene,PHC1
DRUG_NAME:capecitabine,biolink:ChemicalEntity,capecitabine
DRUG_NAME:KINASE INHIBITOR,biolink:ChemicalEntity,KINASE INHIBITOR
DRUG_NAME:ANGIOTENSIN CONVERTING ENZYME INHIBITOR,biolink:ChemicalEntity,ANGIOTENSIN CONVERTING ENZYME INHIBITOR
DRUG_NAME:BROMODEOXYURIDINE,biolink:ChemicalEntity,BROMODEOXYURIDINE
NCBIGene:81624,biolink:Gene,DIAPH3
DRUG_NAME:hydrochlorothiazide,biolink:ChemicalEntity,hydrochlorothiazide
DRUG_NAME:AGOMELATINE,biolink:ChemicalEntity,AGOMELATINE
DRUG_NAME:SPIRONOLACTONE,biolink:ChemicalEntity,SPIRONOLACTONE
DRUG_NAME:OCRIPLASMIN,biolink:ChemicalEntity,OCRIPLASMIN
NCBIGene:1638,biolink:Gene,DCT
DRUG_NAME:FUNGIZONE,biolink:ChemicalEntity,FUNGIZONE
NCBIGene:1509,biolink:Gene,CTSD
DRUG_NAME:STREPTOZOTOCIN,biolink:ChemicalEntity,STREPTOZOTOCIN
DRUG_NAME:DAIDZEIN,biolink:ChemicalEntity,DAIDZEIN
DRUG_NAME:AG-22,biolink:ChemicalEntity,AG-22
DRUG_NAME:bupropion,biolink:ChemicalEntity,bupropion
DRUG_NAME:letrozole,biolink:ChemicalEntity,letrozole
DRUG_NAME:URB597,biolink:ChemicalEntity,URB597
DRUG_NAME:METRELEPTIN,biolink:ChemicalEntity,METRELEPTIN
DRUG_NAME:mepolizumab,biolink:ChemicalEntity,mepolizumab
DRUG_NAME:OCTREOTIDE ACETATE,biolink:ChemicalEntity,OCTREOTIDE ACETATE
NCBIGene:189,biolink:Gene,AGXT
DRUG_NAME:lumasiran,biolink:ChemicalEntity,lumasiran
NCBIGene:3231,biolink:Gene,HOXD1
DRUG_NAME:PIROMELATINE,biolink:ChemicalEntity,PIROMELATINE
NCBIGene:6283,biolink:Gene,S100A12
DRUG_NAME:MTX,biolink:ChemicalEntity,MTX
DRUG_NAME:MELATONIN,biolink:ChemicalEntity,MELATONIN
DRUG_NAME:IL-3,biolink:ChemicalEntity,IL-3
DRUG_NAME:BRENSOCATIB,biolink:ChemicalEntity,BRENSOCATIB
NCBIGene:3002,biolink:Gene,GZMB
DRUG_NAME:HEXACHLOROPHENE,biolink:ChemicalEntity,HEXACHLOROPHENE
DRUG_NAME:hygromycin b,biolink:ChemicalEntity,hygromycin b
DRUG_NAME:erlotinib,biolink:ChemicalEntity,erlotinib
DRUG_NAME:doxorubicin,biolink:ChemicalEntity,doxorubicin
NCBIGene:10098,biolink:Gene,TSPAN5
DRUG_NAME:serotonin,biolink:ChemicalEntity,serotonin
DRUG_NAME:ZOLEDRONIC ACID,biolink:ChemicalEntity,ZOLEDRONIC ACID
DRUG_NAME:lithium,biolink:ChemicalEntity,lithium
NCBIGene:3590,biolink:Gene,IL11RA
DRUG_NAME:OPRELVEKIN,biolink:ChemicalEntity,OPRELVEKIN
DRUG_NAME:SAPONARIN,biolink:ChemicalEntity,SAPONARIN
NCBIGene:719,biolink:Gene,C3AR1
DRUG_NAME:SB-290157,biolink:ChemicalEntity,SB-290157
DRUG_NAME:ALUM,biolink:ChemicalEntity,ALUM
DRUG_NAME:dihydrostreptomycin,biolink:ChemicalEntity,dihydrostreptomycin
DRUG_NAME:POMALIDOMIDE,biolink:ChemicalEntity,POMALIDOMIDE
DRUG_NAME:Givosiran,biolink:ChemicalEntity,Givosiran
DRUG_NAME:TEMOZOLOMIDE,biolink:ChemicalEntity,TEMOZOLOMIDE
DRUG_NAME:H3B-8800,biolink:ChemicalEntity,H3B-8800
DRUG_NAME:DANICAMTIV,biolink:ChemicalEntity,DANICAMTIV
DRUG_NAME:FENOFIBRATE,biolink:ChemicalEntity,FENOFIBRATE
DRUG_NAME:SOMATOSTATIN,biolink:ChemicalEntity,SOMATOSTATIN
DRUG_NAME:cladribine,biolink:ChemicalEntity,cladribine
DRUG_NAME:interferon beta-1b,biolink:ChemicalEntity,interferon beta-1b
DRUG_NAME:AG-26,biolink:ChemicalEntity,AG-26
DRUG_NAME:betaine,biolink:ChemicalEntity,betaine
DRUG_NAME:clozapine,biolink:ChemicalEntity,clozapine
DRUG_NAME:DEXTRAN SULFATE SODIUM,biolink:ChemicalEntity,DEXTRAN SULFATE SODIUM
DRUG_NAME:CARPERITIDE,biolink:ChemicalEntity,CARPERITIDE
DRUG_NAME:OMECAMTIV MECARBIL,biolink:ChemicalEntity,OMECAMTIV MECARBIL
DRUG_NAME:plazomicin,biolink:ChemicalEntity,plazomicin
DRUG_NAME:corticosteroids,biolink:ChemicalEntity,corticosteroids
DRUG_NAME:APITOLISIB,biolink:ChemicalEntity,APITOLISIB
DRUG_NAME:SELUMETINIB,biolink:ChemicalEntity,SELUMETINIB
DRUG_NAME:tramadol,biolink:ChemicalEntity,tramadol
DRUG_NAME:DIETHYLSTILBESTROL,biolink:ChemicalEntity,DIETHYLSTILBESTROL
NCBIGene:9314,biolink:Gene,KLF4
DRUG_NAME:hydroxyurea,biolink:ChemicalEntity,hydroxyurea
DRUG_NAME:afatinib,biolink:ChemicalEntity,afatinib
NCBIGene:3549,biolink:Gene,IHH
DRUG_NAME:GRANULOCYTE COLONY-STIMULATING FACTOR,biolink:ChemicalEntity,GRANULOCYTE COLONY-STIMULATING FACTOR
DRUG_NAME:zidovudine,biolink:ChemicalEntity,zidovudine
DRUG_NAME:QUERCETIN,biolink:ChemicalEntity,QUERCETIN
DRUG_NAME:6-MERCAPTOPURINE,biolink:ChemicalEntity,6-MERCAPTOPURINE
DRUG_NAME:micronomicin,biolink:ChemicalEntity,micronomicin
DRUG_NAME:OGX-011,biolink:ChemicalEntity,OGX-011
DRUG_NAME:lutetium (177Lu) oxodotreotide,biolink:ChemicalEntity,lutetium (177Lu) oxodotreotide
DRUG_NAME:DIQUAFOSOL TETRASODIUM,biolink:ChemicalEntity,DIQUAFOSOL TETRASODIUM
NCBIGene:9575,biolink:Gene,CLOCK
DRUG_NAME:salbutamol,biolink:ChemicalEntity,salbutamol
DRUG_NAME:MIBAVADEMAB,biolink:ChemicalEntity,MIBAVADEMAB
DRUG_NAME:COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,biolink:ChemicalEntity,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
DRUG_NAME:ELX-02,biolink:ChemicalEntity,ELX-02
DRUG_NAME:2-(4-METHOXYBENZAMIDO)BENZOIC ACID,biolink:ChemicalEntity,2-(4-METHOXYBENZAMIDO)BENZOIC ACID
DRUG_NAME:celiprolol,biolink:ChemicalEntity,celiprolol
DRUG_NAME:BENZOIC ACID,biolink:ChemicalEntity,BENZOIC ACID
DRUG_NAME:BAY869766,biolink:ChemicalEntity,BAY869766
DRUG_NAME:anthracyclines and related substances,biolink:ChemicalEntity,anthracyclines and related substances
DRUG_NAME:methadone,biolink:ChemicalEntity,methadone
DRUG_NAME:clopidogrel,biolink:ChemicalEntity,clopidogrel
DRUG_NAME:VELIFLAPON,biolink:ChemicalEntity,VELIFLAPON
DRUG_NAME:RAMELTEON,biolink:ChemicalEntity,RAMELTEON
DRUG_NAME:AVACOPAN,biolink:ChemicalEntity,AVACOPAN
NCBIGene:2867,biolink:Gene,FFAR2
DRUG_NAME:GLPG-0974,biolink:ChemicalEntity,GLPG-0974
DRUG_NAME:nedosiran,biolink:ChemicalEntity,nedosiran
DRUG_NAME:PROGESTERONE,biolink:ChemicalEntity,PROGESTERONE
MONDO:0000358,biolink:Disease,orofacial cleft
EFO:0006890,biolink:Disease,EFO:0006890
EFO:0004705,biolink:Disease,EFO:0004705
EFO:0004212,biolink:Disease,EFO:0004212
Orphanet:52901,biolink:Disease,Orphanet:52901
EFO:1001461,biolink:Disease,EFO:1001461
EFO:0000564,biolink:Disease,EFO:0000564
MONDO:0010121,biolink:Disease,thrombocytopenia-absent radius syndrome
MONDO:0002108,biolink:Disease,thyroid cancer
EFO:0001376,biolink:Disease,EFO:0001376
EFO:0008528,biolink:Disease,EFO:0008528
MONDO:0008523,biolink:Disease,Blau syndrome
MONDO:0010891,biolink:Disease,lethal hemolytic anemia-genital anomalies syndrome
MONDO:0020310,biolink:Disease,familial focal epilepsy with variable foci
EFO:0021901,biolink:Disease,EFO:0021901
EFO:0005140,biolink:Disease,EFO:0005140
GO:0009410,biolink:Disease,GO:0009410
EFO:0009709,biolink:Disease,EFO:0009709
MONDO:0004483,biolink:Disease,thyroid gland oncocytic adenoma
EFO:0003818,biolink:Disease,EFO:0003818
EFO:0022148,biolink:Disease,EFO:0022148
EFO:0000771,biolink:Disease,EFO:0000771
EFO:0006335,biolink:Disease,EFO:0006335
EFO:0000537,biolink:Disease,EFO:0000537
MONDO:0014248,biolink:Disease,autism spectrum disorder - epilepsy - arthrogryposis syndrome
EFO:0003767,biolink:Disease,EFO:0003767
EFO:0000400,biolink:Disease,EFO:0000400
MONDO:0011142,biolink:Disease,"Ehlers-Danlos syndrome, musculocontractural type"
MONDO:0008170,biolink:Disease,ovarian cancer
HP:0040187,biolink:Disease,HP:0040187
EFO:1002000,biolink:Disease,EFO:1002000
MONDO:0004992,biolink:Disease,cancer
MONDO:0021201,biolink:Disease,skin infection
OBA:1000840,biolink:Disease,OBA:1000840
EFO:0003756,biolink:Disease,EFO:0003756
MONDO:0010356,biolink:Disease,nephrogenic syndrome of inappropriate antidiuresis
MONDO:0008280,biolink:Disease,Peutz-Jeghers syndrome
HP:0001270,biolink:Disease,HP:0001270
MONDO:0005271,biolink:Disease,allergic disease
MONDO:0021681,biolink:Disease,sexually transmitted disease
EFO:0004194,biolink:Disease,EFO:0004194
EFO:0004142,biolink:Disease,EFO:0004142
EFO:0000401,biolink:Disease,EFO:0000401
EFO:0000335,biolink:Disease,EFO:0000335
HP:0002015,biolink:Disease,HP:0002015
MONDO:0010720,biolink:Disease,partial androgen insensitivity syndrome
EFO:1001248,biolink:Disease,EFO:1001248
MONDO:0004986,biolink:Disease,urinary bladder carcinoma
EFO:0003918,biolink:Disease,EFO:0003918
MONDO:0019306,biolink:Disease,congenital non-bullous ichthyosiform erythroderma
EFO:0004243,biolink:Disease,EFO:0004243
EFO:0007485,biolink:Disease,EFO:0007485
MONDO:0011382,biolink:Disease,sickle cell disease
MONDO:0044721,biolink:Disease,severe combined immunodeficiency due to LAT deficiency
EFO:0009765,biolink:Disease,EFO:0009765
Orphanet:1473,biolink:Disease,Orphanet:1473
EFO:0001422,biolink:Disease,EFO:0001422
MONDO:0008315,biolink:Disease,prostate cancer
Orphanet:602,biolink:Disease,Orphanet:602
OBA:0003277,biolink:Disease,OBA:0003277
MONDO:0024477,biolink:Disease,liver and intrahepatic bile duct neoplasm
EFO:1001968,biolink:Disease,EFO:1001968
EFO:1000018,biolink:Disease,EFO:1000018
EFO:0004211,biolink:Disease,EFO:0004211
EFO:0007330,biolink:Disease,EFO:0007330
EFO:0004995,biolink:Disease,EFO:0004995
MONDO:0001085,biolink:Disease,interstitial nephritis
EFO:0004530,biolink:Disease,EFO:0004530
EFO:0000504,biolink:Disease,EFO:0000504
MONDO:0009724,biolink:Disease,nail-patella-like renal disease
EFO:0020865,biolink:Disease,EFO:0020865
MONDO:0010015,biolink:Disease,anterior segment dysgenesis 7
HP:0001873,biolink:Disease,HP:0001873
MONDO:0009061,biolink:Disease,cystic fibrosis
MONDO:0016064,biolink:Disease,cleft palate
MONDO:0957594,biolink:Disease,spermatogenic failure 87
EFO:0003914,biolink:Disease,EFO:0003914
EFO:0009085,biolink:Disease,EFO:0009085
MONDO:0021156,biolink:Disease,hypophysitis
MONDO:0013588,biolink:Disease,Perrault syndrome 3
MONDO:0017795,biolink:Disease,ameloblastoma
EFO:0000571,biolink:Disease,EFO:0000571
EFO:0022237,biolink:Disease,EFO:0022237
EFO:0008572,biolink:Disease,EFO:0008572
MONDO:0010383,biolink:Disease,fragile X syndrome
EFO:0000717,biolink:Disease,EFO:0000717
OBA:2040561,biolink:Disease,OBA:2040561
MONDO:0032845,biolink:Disease,spermatogenic failure 39
EFO:0010134,biolink:Disease,EFO:0010134
EFO:0009130,biolink:Disease,EFO:0009130
